incident_id,control_id,barrier_type_ps,barrier_level,lod_industry_standard,barrier_condition,barrier_role_norm,source_agency,provider_bucket,supporting_text_count,lod_numeric,pathway_sequence,total_prev_barriers_incident,total_mit_barriers_incident,total_failed_incident,total_hf_failed_incident,num_threats_in_sequence,num_threats_in_lod_numeric,flag_environmental_threat,flag_electrical_failure,flag_procedural_error,flag_mechanical_failure,y_fail,y_hf_fail,hf_contrib_binary,barrier_failed_expert,barrier_failed_human_expert,barrier_failed_rule,failed_mismatch,barrier_status,barrier_type,line_of_defense,flag_communication_breakdown,is_degradation_control,barrier_family,incident_has_threat_data
bio-lab-lake-charles-chemical-fire-and-release-,C-011,hardware_barrier,mitigation,Other,ineffective,protect,CSB,csb,2,2,1,1,4,4,1,2,2,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,emergency_power_backup_utilities,1
bp-husky-oregon-chemical-release-and-fire-,C-005,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,pressure_relief,CSB,csb,2,2,1,5,1,5,3,1,3,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,emergency_shutdown_isolation,1
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,C-005,hardware_barrier,mitigation,Process Containment,ineffective,contain,CSB,csb,2,2,1,4,2,4,1,2,4,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,spill_containment_environmental_mitigation,1
caribbean-petroleum-corporation-capeco-refinery-tank-explosion-and-fire,C-009,hardware_barrier,mitigation,Other,degraded,other,CSB,csb,2,2,1,4,2,4,1,2,4,0,0,0,1,1,0,1,1,0,0,1,degraded,engineering,2nd,0,0,ignition_source_control,1
csb-safety-study-remote-isolation-of-process-equipment,C-001,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,isolate_shutdown,CSB,csb,6,2,1,0,6,2,3,7,7,1,0,0,1,0,1,1,0,1,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
csb-safety-study-remote-isolation-of-process-equipment,C-002,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,isolate_shutdown,CSB,csb,3,2,1,0,6,2,3,7,7,1,0,0,1,0,0,1,0,0,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
csb-safety-study-remote-isolation-of-process-equipment,C-003,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,isolate_shutdown,CSB,csb,3,2,1,0,6,2,3,7,7,1,0,0,1,0,0,1,0,0,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
csb-safety-study-remote-isolation-of-process-equipment,C-004,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,isolate_shutdown,CSB,csb,2,2,1,0,6,2,3,7,7,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
csb-safety-study-remote-isolation-of-process-equipment,C-010,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,isolate_shutdown,CSB,csb,4,3,2,0,6,2,3,7,6,1,0,0,1,1,1,1,1,1,1,0,failed,engineering,3rd,0,0,emergency_shutdown_isolation,1
csb-safety-study-remote-isolation-of-process-equipment,C-011,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,other,CSB,csb,2,2,1,0,6,2,3,7,7,1,0,0,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,emergency_shutdown_isolation,1
cuisine-solutions-ammonia-release-,C-002,hardware_barrier,mitigation,Pressure Relief Systems,ineffective,pressure_relief,CSB,csb,2,2,1,2,4,3,1,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,pressure_relief_blowdown_flare_disposal,1
cuisine-solutions-ammonia-release-,C-003,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,detect,CSB,csb,1,2,1,2,4,3,1,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
cuisine-solutions-ammonia-release-,C-004,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,other,CSB,csb,2,2,1,2,4,3,1,1,1,0,0,0,1,0,1,0,0,1,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
cuisine-solutions-ammonia-release-,C-008,hardware_barrier,mitigation,Alarm and Operator Response,status_unknown,pressure_relief,CSB,csb,1,2,1,2,4,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,unknown,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
didion-milling-company-explosion-and-fire-,C-003,hardware_barrier,mitigation,Other,ineffective,pressure_relief,CSB,csb,2,2,1,1,3,1,0,4,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,control_room_habitability_hvac_pressurization,1
didion-milling-company-explosion-and-fire-,C-004,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,suppress_extinguish,CSB,csb,1,2,1,1,3,1,0,4,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
didion-milling-company-explosion-and-fire-,C-005,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,other,CSB,csb,1,2,1,1,3,1,0,4,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
dupont-la-porte-facility-toxic-chemical-release-,C-002,hardware_barrier,mitigation,Other,ineffective,unknown,CSB,csb,1,2,1,1,2,2,0,3,3,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,control_room_habitability_hvac_pressurization,1
dupont-la-porte-facility-toxic-chemical-release-,C-003,hardware_barrier,mitigation,Alarm and Operator Response,degraded,unknown,CSB,csb,2,2,1,1,2,2,0,3,3,1,0,0,1,1,0,0,1,0,0,1,degraded,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
enterprise-pascagoula-gas-plant-explosion-and-fire-,C-007,hardware_barrier,mitigation,Safety Instrumented Systems,effective,isolate_shutdown,CSB,csb,2,4,1,2,3,2,0,5,5,1,0,1,1,0,0,1,0,0,0,0,active,engineering,recovery,0,0,emergency_shutdown_isolation,1
enterprise-pascagoula-gas-plant-explosion-and-fire-,C-008,hardware_barrier,mitigation,Pressure Relief Systems,effective,control,CSB,csb,2,4,1,2,3,2,0,5,5,1,0,1,1,0,0,0,0,0,0,0,active,engineering,recovery,0,0,pressure_relief_blowdown_flare_disposal,1
enterprise-pascagoula-gas-plant-explosion-and-fire-,C-009,hardware_barrier,mitigation,Protection Systems,effective,suppress_extinguish,CSB,csb,3,4,1,2,3,2,0,5,5,1,0,1,1,0,0,1,0,0,0,0,active,engineering,recovery,0,0,active_fire_protection_firefighting,1
exxonmobil-baton-rouge-refinery-chemical-release-and-fire,C-007,hardware_barrier,mitigation,Other,ineffective,prevent,CSB,csb,2,3,1,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,ignition_source_control,1
foundation-food-group-fatal-chemical-release-,C-004,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,detect,CSB,csb,3,2,1,2,3,2,0,5,5,1,1,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
foundation-food-group-fatal-chemical-release-,C-005,hardware_barrier,mitigation,Other,ineffective,other,CSB,csb,2,2,1,2,3,2,0,5,5,1,1,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,control_room_habitability_hvac_pressurization,1
foundation-food-group-fatal-chemical-release-,C-009,hardware_barrier,mitigation,Safety Instrumented Systems,status_unknown,isolate_shutdown,CSB,csb,2,2,1,2,3,2,0,5,5,1,1,0,1,0,0,0,0,0,0,0,unknown,engineering,2nd,0,0,emergency_shutdown_isolation,1
freedom-industries-chemical-release-,C-007,hardware_barrier,mitigation,Protection Systems,degraded,other,CSB,csb,2,1,1,2,1,1,0,6,6,0,0,1,1,0,0,0,0,0,0,0,degraded,engineering,1st,1,0,chemical_release_scrubbing_neutralization,1
honeywell-geismar-chlorine-and-hydrogen-fluoride-releases,C-011,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,detect,CSB,csb,1,2,1,1,2,3,1,2,2,0,0,0,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
honeywell-geismar-chlorine-and-hydrogen-fluoride-releases,C-012,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,detect,CSB,csb,1,2,1,1,2,3,1,2,2,0,0,0,1,1,0,0,1,0,1,0,not_installed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
horsehead-holding-company-fatal-explosion-and-fire,C-008,hardware_barrier,mitigation,Alarm and Operator Response,effective,detect,CSB,csb,2,2,1,2,2,3,0,3,2,0,0,1,1,0,0,1,0,0,0,0,active,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
horsehead-holding-company-fatal-explosion-and-fire,C-010,hardware_barrier,mitigation,Structural Integrity,ineffective,pressure_relief,CSB,csb,2,3,2,2,2,3,0,3,1,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,passive_fire_blast_protection,1
intercontinental-terminals-company-itc-tank-fire,C-003,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,isolate_shutdown,CSB,csb,3,2,1,2,4,4,0,4,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
intercontinental-terminals-company-itc-tank-fire,C-004,hardware_barrier,mitigation,Protection Systems,degraded,other,CSB,csb,2,2,1,2,4,4,0,4,4,1,0,0,1,1,0,0,1,0,0,1,degraded,engineering,2nd,0,0,active_fire_protection_firefighting,1
intercontinental-terminals-company-itc-tank-fire,C-005,hardware_barrier,mitigation,Protection Systems,degraded,suppress_extinguish,CSB,csb,3,2,1,2,4,4,0,4,4,1,0,0,1,1,0,0,1,0,0,1,degraded,engineering,2nd,0,0,active_fire_protection_firefighting,1
intercontinental-terminals-company-itc-tank-fire,C-008,hardware_barrier,mitigation,Process Containment,ineffective,contain,CSB,csb,2,3,2,2,4,4,0,4,1,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,spill_containment_environmental_mitigation,1
kmco-llc-fatal-fire-and-explosion-,C-004,hardware_barrier,mitigation,Safety Instrumented Systems,ineffective,other,CSB,csb,3,2,1,3,4,1,0,2,2,1,1,0,0,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,emergency_shutdown_isolation,1
kmco-llc-fatal-fire-and-explosion-,C-006,hardware_barrier,mitigation,Other,effective,suppress_extinguish,CSB,csb,3,2,1,3,4,1,0,2,2,1,1,0,0,0,0,1,0,0,0,0,active,engineering,2nd,0,0,ignition_source_control,1
kmco-llc-fatal-fire-and-explosion-,C-008,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,alert_alarm,CSB,csb,1,2,1,3,4,1,0,2,2,1,1,0,0,0,0,0,0,0,1,1,bypassed,engineering,2nd,0,0,alarms_general_alarm_pa,1
kmco-llc-fatal-fire-and-explosion-,C-013,hardware_barrier,mitigation,Structural Integrity,effective,other,CSB,csb,2,3,2,3,4,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,active,engineering,3rd,0,0,passive_fire_blast_protection,1
loy-lange-box-company-pressure-vessel-explosion-,C-004,hardware_barrier,mitigation,Pressure Relief Systems,status_unknown,pressure_relief,CSB,csb,2,1,1,1,1,1,1,2,2,0,0,1,1,0,0,0,0,0,0,0,unknown,engineering,1st,0,0,pressure_relief_blowdown_flare_disposal,1
marathon-martinez-renewable-fuels-fire-,C-009,hardware_barrier,mitigation,Safety Instrumented Systems,effective,isolate_shutdown,CSB,csb,2,4,1,6,1,6,2,2,2,1,1,0,0,0,1,1,0,1,0,0,active,engineering,recovery,0,0,emergency_shutdown_isolation,1
mgpi-processing-inc-toxic-chemical-release-,C-008,hardware_barrier,mitigation,Protection Systems,effective,suppress_extinguish,CSB,csb,2,4,1,4,1,2,1,6,6,1,0,1,1,0,0,1,0,0,0,0,active,engineering,recovery,1,0,active_fire_protection_firefighting,1
midland-resource-recovery-explosion-,C-006,hardware_barrier,mitigation,Alarm and Operator Response,degraded,detect,CSB,csb,4,2,1,1,2,2,1,2,2,0,0,0,1,1,1,0,1,1,0,1,degraded,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
midland-resource-recovery-explosion-,C-007,hardware_barrier,mitigation,Structural Integrity,ineffective,other,CSB,csb,3,3,2,1,2,2,1,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,passive_fire_blast_protection,1
millard-refrigerated-services-ammonia-release,C-006,hardware_barrier,mitigation,Alarm and Operator Response,effective,detect,CSB,csb,1,2,1,2,2,2,1,3,3,1,0,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
millard-refrigerated-services-ammonia-release,C-008,hardware_barrier,mitigation,Safety Instrumented Systems,effective,other,CSB,csb,3,2,1,2,2,2,1,3,3,1,0,0,1,1,1,1,1,1,0,1,active,engineering,2nd,0,0,emergency_shutdown_isolation,1
optima-belle-explosion-and-fire,C-008,hardware_barrier,mitigation,Pressure Relief Systems,ineffective,pressure_relief,CSB,csb,2,2,1,1,3,3,1,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,pressure_relief_blowdown_flare_disposal,1
optima-belle-explosion-and-fire,C-009,hardware_barrier,mitigation,Other,ineffective,other,CSB,csb,2,2,1,1,3,3,1,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,other_mit_engineering,1
optima-belle-explosion-and-fire,C-010,hardware_barrier,mitigation,Alarm and Operator Response,status_unknown,detect,CSB,csb,1,2,1,1,3,3,1,2,2,1,0,0,1,0,0,0,0,0,0,0,unknown,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
packaging-corporation-of-america-hot-work-explosion-,C-002,hardware_barrier,mitigation,Structural Integrity,ineffective,pressure_relief,CSB,csb,2,2,1,3,2,3,0,1,1,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,passive_fire_blast_protection,1
packaging-corporation-of-america-hot-work-explosion-,C-003,hardware_barrier,mitigation,Protection Systems,ineffective,other,CSB,csb,2,2,1,3,2,3,0,1,1,1,0,0,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,active_fire_protection_firefighting,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-004,hardware_barrier,mitigation,Protection Systems,effective,contain,CSB,csb,4,2,1,4,3,3,0,4,4,1,1,0,0,0,0,1,0,0,0,0,active,engineering,2nd,0,0,chemical_release_scrubbing_neutralization,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-005,hardware_barrier,mitigation,Protection Systems,ineffective,suppress_extinguish,CSB,csb,4,2,1,4,3,3,0,4,4,1,1,0,0,1,0,1,1,0,1,0,failed,engineering,2nd,0,0,chemical_release_scrubbing_neutralization,1
philadelphia-energy-solutions-pes-refinery-fire-and-explosions-,C-009,hardware_barrier,mitigation,Other,ineffective,control,CSB,csb,2,2,1,4,3,3,0,4,4,1,1,0,0,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,emergency_power_backup_utilities,1
pryor-trust-fatal-gas-well-blowout-and-fire,C-003,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,detect,CSB,csb,2,2,1,2,4,6,3,2,1,0,0,1,1,1,1,1,1,1,1,0,bypassed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
pryor-trust-fatal-gas-well-blowout-and-fire,C-005,hardware_barrier,mitigation,Process Containment,ineffective,contain,CSB,csb,2,3,2,2,4,6,3,2,1,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,well_control_barriers_kill,1
pryor-trust-fatal-gas-well-blowout-and-fire,C-007,hardware_barrier,mitigation,Alarm and Operator Response,degraded,detect,CSB,csb,2,2,1,2,4,6,3,2,1,0,0,1,1,1,1,1,1,1,0,1,degraded,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
pryor-trust-fatal-gas-well-blowout-and-fire,C-012,hardware_barrier,mitigation,Emergency Response,ineffective,protect,CSB,csb,2,4,3,2,4,6,3,2,1,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,recovery,0,0,emergency_escape_access_rescue_decon,1
silver-eagle-refinery-flash-fire-and-explosion-and-catastrophic-pipe-explosion,C-005,hardware_barrier,mitigation,Pressure Relief Systems,status_unknown,other,CSB,csb,1,2,1,2,2,2,0,2,1,1,0,0,1,0,0,0,0,0,0,0,unknown,engineering,2nd,0,0,pressure_relief_blowdown_flare_disposal,1
silver-eagle-refinery-flash-fire-and-explosion-and-catastrophic-pipe-explosion,C-007,hardware_barrier,mitigation,Structural Integrity,ineffective,other,CSB,csb,2,3,2,2,2,2,0,2,1,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,passive_fire_blast_protection,1
tesoro-anacortes-refinery-fatal-explosion-and-fire-,C-007,hardware_barrier,mitigation,Alarm and Operator Response,degraded,detect,CSB,csb,4,2,2,3,3,2,0,3,3,1,0,0,1,0,0,1,0,0,0,0,degraded,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
tesoro-anacortes-refinery-fatal-explosion-and-fire-,C-010,hardware_barrier,mitigation,Other,ineffective,other,CSB,csb,4,1,1,3,3,2,0,3,4,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,ignition_source_control,1
tesoro-anacortes-refinery-fatal-explosion-and-fire-,C-011,hardware_barrier,mitigation,Detection Systems,ineffective,other,CSB,csb,4,1,1,3,3,2,0,3,4,1,0,0,1,0,0,0,0,0,1,1,not_installed,engineering,1st,0,0,remote_monitoring_intervention_subsea,1
tesoro-martinez-sulfuric-acid-spill,C-007,hardware_barrier,mitigation,Emergency Response,effective,emergency_response,CSB,csb,2,4,1,2,1,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0,active,engineering,recovery,0,0,emergency_escape_access_rescue_decon,1
tpc-port-neches-explosions-and-fire,C-004,hardware_barrier,mitigation,Safety Instrumented Systems,status_unknown,isolate_shutdown,CSB,csb,1,2,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,unknown,engineering,2nd,0,0,emergency_shutdown_isolation,1
ts-usa-molten-salt-eruption,C-006,hardware_barrier,mitigation,Structural Integrity,degraded,isolate_shutdown,CSB,csb,3,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,degraded,engineering,2nd,1,0,passive_fire_blast_protection,1
us-ink-fire,C-001,hardware_barrier,mitigation,Structural Integrity,effective,protect,CSB,csb,2,2,1,2,2,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,active,engineering,2nd,0,0,passive_fire_blast_protection,1
us-ink-fire,C-002,hardware_barrier,mitigation,Protection Systems,effective,protect,CSB,csb,2,2,1,2,2,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,active,engineering,2nd,0,0,active_fire_protection_firefighting,1
wendland-1h-well-fatal-explosion-,C-006,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,detect,CSB,csb,1,3,1,3,1,3,0,1,1,1,0,0,0,0,0,0,0,0,1,1,not_installed,engineering,3rd,0,0,gas_detection_atmospheric_monitoring,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-005,hardware_barrier,mitigation,Alarm and Operator Response,effective,alert_alarm,CSB,csb,2,2,1,3,6,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,alarms_general_alarm_pa,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-006,hardware_barrier,mitigation,Safety Instrumented Systems,degraded,isolate_shutdown,CSB,csb,2,2,1,3,6,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,degraded,engineering,2nd,0,0,emergency_shutdown_isolation,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-007,hardware_barrier,mitigation,Pressure Relief Systems,ineffective,pressure_relief,CSB,csb,4,3,2,3,6,4,2,4,2,1,1,0,1,1,0,0,1,0,1,0,failed,engineering,3rd,0,0,pressure_relief_blowdown_flare_disposal,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-008,hardware_barrier,mitigation,Alarm and Operator Response,degraded,detect,CSB,csb,3,2,1,3,6,4,2,4,3,1,1,0,1,0,0,0,0,0,0,0,degraded,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-009,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,alert_alarm,CSB,csb,3,2,1,3,6,4,2,4,3,1,1,0,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,gas_detection_atmospheric_monitoring,1
yenkin-majestic-resin-plant-vapor-cloud-explosion-and-fire,C-011,hardware_barrier,mitigation,Alarm and Operator Response,ineffective,alert_alarm,CSB,csb,3,2,1,3,6,4,2,4,3,1,1,0,1,1,1,1,1,1,1,0,failed,engineering,2nd,0,0,alarms_general_alarm_pa,1
ac2085720shell2004-sep-202320,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,control,BSEE,bsee,3,1,1,2,2,3,0,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
ac2085720shell2004-sep-202320,C-003,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,3,1,1,2,2,3,0,2,2,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
ac_815_shell_18-mar-2022,C-003,hardware_barrier,prevention,Alarm and Operator Response,degraded,other,BSEE,bsee,2,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,detection_monitoring_alarms,1
bp-mc-778-a-6-june-2022,C-001,hardware_barrier,prevention,Process Control,ineffective,control,BSEE,bsee,3,1,1,2,1,1,0,3,3,0,1,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
bp-mc-778-a-6-june-2022,C-003,hardware_barrier,prevention,Structural Integrity,effective,control,BSEE,bsee,1,1,1,2,1,1,0,3,3,0,1,0,1,0,0,0,0,0,0,0,active,engineering,1st,0,0,mechanical_integrity,1
cox-hi-472-a-21-oct-2022,C-001,hardware_barrier,prevention,Process Control,ineffective,maintain_integrity,BSEE,bsee,2,1,1,1,2,1,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
cox-mp-73-cf-27-jan-2022,C-002,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,2,1,1,2,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
cox-wd-73-c-25-feb-2022-ca-review,C-001,hardware_barrier,prevention,Process Containment,ineffective,isolate_shutdown,BSEE,bsee,4,1,1,2,1,2,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
cox-wd-73-c-25-feb-2022-ca-review,C-002,hardware_barrier,prevention,Process Containment,ineffective,control,BSEE,bsee,3,1,1,2,1,2,0,2,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,fluid_discharge_and_containment,1
dc4-murphy-30apr2018,C-001,hardware_barrier,prevention,Structural Integrity,degraded,maintain_integrity,BSEE,bsee,3,1,1,3,0,2,0,4,4,1,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
dc4-murphy-30apr2018,C-004,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,1,1,1,3,0,2,0,4,4,1,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
dc4-murphy-30apr2018,C-005,hardware_barrier,prevention,Process Control,status_unknown,other,BSEE,bsee,2,1,1,3,0,2,0,4,4,1,0,0,1,0,0,0,0,0,0,0,unknown,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
destin-pipeline-mp-260-p-24-june-2022,C-001,hardware_barrier,prevention,Alarm and Operator Response,effective,detect,BSEE,bsee,1,2,2,3,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,detection_monitoring_alarms,1
destin-pipeline-mp-260-p-24-june-2022,C-004,hardware_barrier,prevention,Structural Integrity,status_unknown,isolate_shutdown,BSEE,bsee,1,1,1,3,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,unknown,engineering,1st,0,0,mechanical_integrity,1
destin-pipeline-mp-260-p-24-june-2022,C-006,hardware_barrier,prevention,Process Control,effective,prevent,BSEE,bsee,2,2,2,3,0,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,active,engineering,2nd,0,0,overpressurization_gas_discharge_gas_isolation,1
eb-165-a-fieldwood-09-may-2015,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,2,1,1,6,1,6,2,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
eb-165-a-fieldwood-09-may-2015,C-002,hardware_barrier,prevention,Structural Integrity,ineffective,other,BSEE,bsee,2,2,2,6,1,6,2,3,2,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,2nd,0,0,mechanical_integrity,1
eb-165-a-fieldwood-09-may-2015,C-003,hardware_barrier,prevention,Structural Integrity,ineffective,maintain_integrity,BSEE,bsee,2,1,1,6,1,6,2,3,3,0,0,0,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,mechanical_integrity,1
eb-165-a-fieldwood-09-may-2015,C-004,hardware_barrier,prevention,Alarm and Operator Response,ineffective,other,BSEE,bsee,2,2,2,6,1,6,2,3,2,0,0,0,1,1,1,1,1,1,1,0,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
eb-165-a-fieldwood-09-may-2015,C-005,hardware_barrier,prevention,Alarm and Operator Response,degraded,other,BSEE,bsee,2,2,2,6,1,6,2,3,2,0,0,0,1,1,1,1,1,1,0,1,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
eb-165-a-fieldwood-09-may-2015,C-006,hardware_barrier,prevention,Structural Integrity,degraded,other,BSEE,bsee,2,1,1,6,1,6,2,3,3,0,0,0,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
eb-643-anadarko-21-sep-2015,C-001,hardware_barrier,prevention,Structural Integrity,degraded,protect,BSEE,bsee,2,1,1,2,0,1,0,3,2,0,0,1,1,1,0,0,1,0,0,1,degraded,engineering,1st,0,0,mechanical_integrity,1
eb-643-anadarko-21-sep-2015,C-003,hardware_barrier,prevention,Alarm and Operator Response,ineffective,alert_alarm,BSEE,bsee,2,2,2,2,0,1,0,3,1,0,0,1,1,0,0,0,0,0,1,1,not_installed,engineering,2nd,0,0,detection_monitoring_alarms,1
ev2010r20-20wr20249,C-001,hardware_barrier,prevention,Process Control,ineffective,other,BSEE,bsee,3,1,1,3,2,2,1,2,1,0,0,1,1,1,0,0,1,0,1,0,failed,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
ev2010r20-20wr20249,C-002,hardware_barrier,prevention,Alarm and Operator Response,degraded,detect,BSEE,bsee,3,2,2,3,2,2,1,2,2,0,0,1,1,0,1,1,0,1,0,0,degraded,engineering,2nd,0,0,detection_monitoring_alarms,1
ev2010r20-20wr20249,C-004,hardware_barrier,prevention,Process Control,status_unknown,isolate_shutdown,BSEE,bsee,2,1,1,3,2,2,1,2,1,0,0,1,1,0,0,0,0,0,0,0,unknown,engineering,1st,0,0,overpressurization_gas_discharge_gas_isolation,1
