incident_id,incident_embed_text,top_event,incident_type,operating_phase,materials,region,operator,summary,recommendations,pif_tags_json
st-285-walter-17-may-2014,"Top Event: Flash fire from ignited gas during welding operations
Incident Type: Fire
Operating Phase: abandonment
Materials: natural gas, crude oil
Summary: On May 17, 2014, at 0830 hours, while performing abandonment operations on Walter Oil & Gas's #001 well on the Rowan Gorilla IV, three employees were burned by a flash fire. The crew was welding pad eyes to the inside of a 36-inch casing to enable removal. Burning slag fell inside the wellbore, igniting gas that had migrated from the reservoir after the casing was cut. The three employees suffered first and second degree burns to their upper bodies. Investigation revealed gas was present at approximately 40 feet depth inside the casing but not at the surface where employees were working.
Recommendations:
Prior to performing any welding operations on casing, the operator should take measures to ensure that not only the immediate area is clear of all hydrocarbons, but that there is no gas present inside the casing as well.
Performance-Influencing Factor Notes:
low
low
low
low
low
low
low
low",Flash fire from ignited gas during welding operations,Fire,abandonment,"[""natural gas"", ""crude oil""]",Gulf of Mexico,Walter Oil & Gas Corporation,"On May 17, 2014, at 0830 hours, while performing abandonment operations on Walter Oil & Gas's #001 well on the Rowan Gorilla IV, three employees were burned by a flash fire. The crew was welding pad eyes to the inside of a 36-inch casing to enable removal. Burning slag fell inside the wellbore, igniting gas that had migrated from the reservoir after the casing was cut. The three employees suffered first and second degree burns to their upper bodies. Investigation revealed gas was present at approximately 40 feet depth inside the casing but not at the surface where employees were working.","[""Prior to performing any welding operations on casing, the operator should take measures to ensure that not only the immediate area is clear of all hydrocarbons, but that there is no gas present inside the casing as well.""]",null
st-331-23jan2020-redacted-2010-v2,"Top Event: Fire from uncontrolled hydrocarbon release
Incident Type: Fire
Operating Phase: production
Materials: LP Gas, hydrocarbons
Summary: At approximately 1200 hours on January 23, 2020, at South Timbalier Block 311 Platform A, an operator inadvertently opened a ball valve connected to the bottom of an in-service LP Gas Compressor 3rd stage scrubber LSH with his foot/shin while exiting the area. This released approximately 1100 psi through a 3/8"" stainless steel tubing drain line approximately 7 feet in length. The pressure release caused a whipping action in the drain tubing striking the operator on the side of the face/hardhat. Hydrocarbons from the 3rd stage suction scrubber vented toward the in-service LP gas compressor engine and ignited. Personnel activated the manual ESD station, signaled the fire alarm, and all personnel mustered. An attempt to use a nearby 125 lb. wheeled fire extinguisher unit failed to discharge. Fire water was used to extinguish the fire. Personnel reported first aid injuries (scraps, bumps, and skin redness). The fire caused damage to the compressor engine electrical components/wiring and the 3rd stage discharge PSV.
Recommendations:
N/A
Performance-Influencing Factor Notes:
low
low
low
low",Fire from uncontrolled hydrocarbon release,Fire,production,"[""LP Gas"", ""hydrocarbons""]",Gulf of Mexico,Walter Oil & Gas Corporation,"At approximately 1200 hours on January 23, 2020, at South Timbalier Block 311 Platform A, an operator inadvertently opened a ball valve connected to the bottom of an in-service LP Gas Compressor 3rd stage scrubber LSH with his foot/shin while exiting the area. This released approximately 1100 psi through a 3/8"" stainless steel tubing drain line approximately 7 feet in length. The pressure release caused a whipping action in the drain tubing striking the operator on the side of the face/hardhat. Hydrocarbons from the 3rd stage suction scrubber vented toward the in-service LP gas compressor engine and ignited. Personnel activated the manual ESD station, signaled the fire alarm, and all personnel mustered. An attempt to use a nearby 125 lb. wheeled fire extinguisher unit failed to discharge. Fire water was used to extinguish the fire. Personnel reported first aid injuries (scraps, bumps, and skin redness). The fire caused damage to the compressor engine electrical components/wiring and the 3rd stage discharge PSV.",[],null
st311-walter-04sept2018,"Top Event: Loss of Containment - Unintentional Discharge of Drilling Fluid
Incident Type: pollution
Operating Phase: production
Materials: synthetic based mud (SBM), drilling fluid
Summary: On September 3, 2018, approximately 517 barrels of synthetic based mud (SBM) were inadvertently discharged into the Gulf of Mexico during a fluid transfer operation from the work boat 'Esplanade' to the H&P 100 platform rig. The discharge was caused by a gasket failure in a 4-inch butterfly valve combined with the absence of a secondary TODO Dry Break valve that had been removed but not reinstalled. The night crew failed to reinstall the TODO valve despite communication from the Deck Foreman that it needed to be in place prior to fluid transfer.
Recommendations:
N/A
Performance-Influencing Factor Notes:
low
low
low
low
medium
low
low",Loss of Containment - Unintentional Discharge of Drilling Fluid,pollution,production,"[""synthetic based mud (SBM)"", ""drilling fluid""]",Gulf of Mexico,Walter Oil & Gas Corporation,"On September 3, 2018, approximately 517 barrels of synthetic based mud (SBM) were inadvertently discharged into the Gulf of Mexico during a fluid transfer operation from the work boat 'Esplanade' to the H&P 100 platform rig. The discharge was caused by a gasket failure in a 4-inch butterfly valve combined with the absence of a secondary TODO Dry Break valve that had been removed but not reinstalled. The night crew failed to reinstall the TODO valve despite communication from the Deck Foreman that it needed to be in place prior to fluid transfer.",[],null
sunoco-logistics-partners-flash-fire,"Top Event: Flash Fire and Explosion
Incident Type: Hot work incident involving explosive atmosphere in piping
Operating Phase: maintenance
Materials: crude oil, butane, propane
Summary: On August 12, 2016, at approximately 8:15 PM CDT, a flash fire and explosion occurred while L-Con contractor was welding a piping segment at the Sunoco Nederland crude oil terminal. The 30-inch diameter piping section contained residual crude oil and was isolated using CARBER isolation tools. During internal welding of flange A, vapor inside the piping ignited, causing a pressure spike that ejected the isolation tools from both ends of the pipe. The explosion and flash fire injured seven contractors (four welders, one fire watch, two others), with four requiring hospitalization for burns, bone fractures, and blast-related injuries. The incident was caused by hot work being conducted on equipment containing an explosive atmosphere without proper clearing or inerting of flammable material.
Recommendations:
Equipment containing flammable materials must be purged, made safe, or decontaminated prior to hot work
Hot work activities must not proceed if flammable vapors are present above 10% LEL
Continuous atmospheric monitoring for flammable gases is preferred during hot work
Alternative precautions such as inert gas purging must be established when piping cannot be fully decontaminated
Isolation devices must be continuously monitored until servicing work is completed
Formal JHA must be performed each time a piping mechanical seal device is applied
Mechanical seal devices should only be used after available means of vapor removal have been employed
Performance-Influencing Factor Notes:
inadequate
inadequate
inadequate
inadequate",Flash Fire and Explosion,Hot work incident involving explosive atmosphere in piping,maintenance,"[""crude oil"", ""butane"", ""propane""]","Nederland, TX",Sunoco Partners Marketing and Terminals (SPMT),"On August 12, 2016, at approximately 8:15 PM CDT, a flash fire and explosion occurred while L-Con contractor was welding a piping segment at the Sunoco Nederland crude oil terminal. The 30-inch diameter piping section contained residual crude oil and was isolated using CARBER isolation tools. During internal welding of flange A, vapor inside the piping ignited, causing a pressure spike that ejected the isolation tools from both ends of the pipe. The explosion and flash fire injured seven contractors (four welders, one fire watch, two others), with four requiring hospitalization for burns, bone fractures, and blast-related injuries. The incident was caused by hot work being conducted on equipment containing an explosive atmosphere without proper clearing or inerting of flammable material.","[""Equipment containing flammable materials must be purged, made safe, or decontaminated prior to hot work"", ""Hot work activities must not proceed if flammable vapors are present above 10% LEL"", ""Continuous atmospheric monitoring for flammable gases is preferred during hot work"", ""Alternative precautions such as inert gas purging must be established when piping cannot be fully decontaminated"", ""Isolation devices must be continuously monitored until servicing work is completed"", ""Formal JHA must be performed each time a piping mechanical seal device is applied"", ""Mechanical seal devices should only be used after available means of vapor removal have been employed""]",null
tesoro-anacortes-refinery-fatal-explosion-and-fire-,"Top Event: Catastrophic rupture of heat exchanger E-6600E
Incident Type: Loss of Containment - Explosion and Fire
Operating Phase: startup
Materials: hydrogen, naphtha, carbon steel, stainless steel
Summary: On April 2, 2010, the Tesoro Anacortes Refinery experienced a catastrophic rupture of heat exchanger E-6600E in the Naphtha Hydrotreater (NHT) unit. The carbon steel heat exchanger failed due to High Temperature Hydrogen Attack (HTHA), releasing highly flammable hydrogen and naphtha at temperatures exceeding 500°F. The release ignited, causing an explosion and fire that burned for over three hours. Seven Tesoro employees (one shift supervisor and six operators) working in the immediate vicinity were fatally injured. This was the largest fatal incident at a US petroleum refinery since the BP Texas City accident in March 2005.
Recommendations:
EPA should enforce inherently safer design principles in petroleum refineries
Washington State Legislature should strengthen PSM regulations and regulatory oversight
Washington State DOSH should enhance inspection programs and competency
API should revise RP 941 to include minimum requirements and accurate HTHA guidance
API should revise RP 581 to require verification of actual operating conditions
Tesoro should implement inherently safer design using high chromium steels
Tesoro should improve Process Hazard Analysis procedures and effectiveness
Tesoro should enhance control of nonroutine hazardous work
United Steelworkers should participate in process safety oversight
Performance-Influencing Factor Notes:
low
low
low
low
high
low
low
low
low
low",Catastrophic rupture of heat exchanger E-6600E,Loss of Containment - Explosion and Fire,startup,"[""hydrogen"", ""naphtha"", ""carbon steel"", ""stainless steel""]","Anacortes, Washington, USA",Tesoro Refining & Marketing Company LLC,"On April 2, 2010, the Tesoro Anacortes Refinery experienced a catastrophic rupture of heat exchanger E-6600E in the Naphtha Hydrotreater (NHT) unit. The carbon steel heat exchanger failed due to High Temperature Hydrogen Attack (HTHA), releasing highly flammable hydrogen and naphtha at temperatures exceeding 500°F. The release ignited, causing an explosion and fire that burned for over three hours. Seven Tesoro employees (one shift supervisor and six operators) working in the immediate vicinity were fatally injured. This was the largest fatal incident at a US petroleum refinery since the BP Texas City accident in March 2005.","[""EPA should enforce inherently safer design principles in petroleum refineries"", ""Washington State Legislature should strengthen PSM regulations and regulatory oversight"", ""Washington State DOSH should enhance inspection programs and competency"", ""API should revise RP 941 to include minimum requirements and accurate HTHA guidance"", ""API should revise RP 581 to require verification of actual operating conditions"", ""Tesoro should implement inherently safer design using high chromium steels"", ""Tesoro should improve Process Hazard Analysis procedures and effectiveness"", ""Tesoro should enhance control of nonroutine hazardous work"", ""United Steelworkers should participate in process safety oversight""]",null
tesoro-martinez-sulfuric-acid-spill,"Top Event: Loss of Containment - Sulfuric Acid Release
Incident Type: Chemical Release / Worker Injury
Operating Phase: production
Materials: sulfuric acid, hydrocarbons, isobutane, light olefins, naphtha
Summary: On February 12, 2014, two Tesoro Martinez refinery employees suffered first and second degree chemical burns while working to return a sulfuric acid sampling system to service following nonroutine maintenance. Concentrated sulfuric acid sprayed the workers following a mechanical integrity failure of a ¾-inch tubing connector adjacent to the acid sampling station. The tubing came apart at the connector when operators opened a valve to return the acid sampling system to service. Acid continued to spray from a nearly 100,000-gallon acid settler for over two hours, resulting in the release of approximately 84,000 pounds of sulfuric acid. Both workers were transported to a burn center and neither returned to work for over 150 days. The incident was caused by insufficient tightening of the compression joint. The CSB investigation found that weak process safety culture at the refinery, including failure to implement inherently safer design, inadequate PPE availability, poor maintenance practices, and failure to learn from previous incidents, were causal to the incident.
Recommendations:
Implement inherently safer sulfuric acid sampling system design with closed-loop systems
Ensure all required PPE is available and compatible for workers
Strengthen process hazard analysis to adequately evaluate sampling system hazards
Implement robust leak-testing procedures for tubing following repairs
Improve maintenance program planning, documentation, and communication
Strengthen process safety culture through management commitment and worker engagement
Implement effective corrective actions from safety culture assessments
Improve communication and implementation of lessons learned from previous incidents
Enhance regulatory oversight through proactive and preventive inspections
Use leading and lagging process safety indicators to identify impending serious incidents
Performance-Influencing Factor Notes:
medium
low
low
low
low
low
low
low
low
low
medium",Loss of Containment - Sulfuric Acid Release,Chemical Release / Worker Injury,production,"[""sulfuric acid"", ""hydrocarbons"", ""isobutane"", ""light olefins"", ""naphtha""]","Martinez, California",Tesoro Corporation,"On February 12, 2014, two Tesoro Martinez refinery employees suffered first and second degree chemical burns while working to return a sulfuric acid sampling system to service following nonroutine maintenance. Concentrated sulfuric acid sprayed the workers following a mechanical integrity failure of a ¾-inch tubing connector adjacent to the acid sampling station. The tubing came apart at the connector when operators opened a valve to return the acid sampling system to service. Acid continued to spray from a nearly 100,000-gallon acid settler for over two hours, resulting in the release of approximately 84,000 pounds of sulfuric acid. Both workers were transported to a burn center and neither returned to work for over 150 days. The incident was caused by insufficient tightening of the compression joint. The CSB investigation found that weak process safety culture at the refinery, including failure to implement inherently safer design, inadequate PPE availability, poor maintenance practices, and failure to learn from previous incidents, were causal to the incident.","[""Implement inherently safer sulfuric acid sampling system design with closed-loop systems"", ""Ensure all required PPE is available and compatible for workers"", ""Strengthen process hazard analysis to adequately evaluate sampling system hazards"", ""Implement robust leak-testing procedures for tubing following repairs"", ""Improve maintenance program planning, documentation, and communication"", ""Strengthen process safety culture through management commitment and worker engagement"", ""Implement effective corrective actions from safety culture assessments"", ""Improve communication and implementation of lessons learned from previous incidents"", ""Enhance regulatory oversight through proactive and preventive inspections"", ""Use leading and lagging process safety indicators to identify impending serious incidents""]",null
tpc-port-neches-explosions-and-fire,"Top Event: Loss of Containment - Butadiene Release
Incident Type: Chemical Release / Explosion
Operating Phase: production
Materials: butadiene, popcorn polymer, hazardous chemicals
Summary: A dangerous substance known as popcorn polymer accumulated in a temporary dead leg created when a process pump was taken out of service for maintenance at the Huntsman Chemical Plant in Port Neches, Texas. The popcorn polymer expanded and ruptured the piping, releasing butadiene. The butadiene release resulted in fires that burned for more than a month, causing $40 million in on-site property damage and $9 million in off-site property damage. Two CSB employees and a contractor reported minor injuries, and at least five local residents reported injuries. The incident led to a mandatory four-mile radius evacuation order affecting Port Neches, Groves, Nederland, and portions of Port Arthur.
Recommendations:
Ensure that piping associated with out-of-service equipment in high-purity butadiene service be flushed monthly
Identify, control, or prevent all potential temporary dead legs within the unit
Implement effective safety management systems to identify when safety-critical procedures cannot be conducted as intended
Performance-Influencing Factor Notes:
inadequate
deficient
inadequate",Loss of Containment - Butadiene Release,Chemical Release / Explosion,production,"[""butadiene"", ""popcorn polymer"", ""hazardous chemicals""]","Port Neches, Texas, USA",Huntsman Chemical Plant,"A dangerous substance known as popcorn polymer accumulated in a temporary dead leg created when a process pump was taken out of service for maintenance at the Huntsman Chemical Plant in Port Neches, Texas. The popcorn polymer expanded and ruptured the piping, releasing butadiene. The butadiene release resulted in fires that burned for more than a month, causing $40 million in on-site property damage and $9 million in off-site property damage. Two CSB employees and a contractor reported minor injuries, and at least five local residents reported injuries. The incident led to a mandatory four-mile radius evacuation order affecting Port Neches, Groves, Nederland, and portions of Port Arthur.","[""Ensure that piping associated with out-of-service equipment in high-purity butadiene service be flushed monthly"", ""Identify, control, or prevent all potential temporary dead legs within the unit"", ""Implement effective safety management systems to identify when safety-critical procedures cannot be conducted as intended""]",null
ts-usa-molten-salt-eruption,"Top Event: Molten salt eruption and steam explosion
Incident Type: Explosion with fatal injury
Operating Phase: production
Materials: sodium hydroxide, sodium nitrate, molten salt, water, stainless steel
Summary: On May 30, 2024, at 8:58 a.m., an explosion occurred at the TS USA liquid nitriding facility in Chattanooga, Tennessee, while employees were processing metal rollers with cavities. Water became trapped in a roller cavity due to a solidified salt plug blocking the drain hole. When the roller was reintroduced into the 800°F oxidizing salt bath, the trapped water boiled and rapidly expanded as steam, creating overpressure that ejected the roller's press fit end. The contact of water with the molten salt caused a steam explosion that erupted approximately 4,500 pounds of molten sodium hydroxide and sodium nitrate from the bath, engulfing a line operator and causing second- and third-degree chemical and thermal burns over 95 percent of his body. The operator died later that day at the hospital. Three other employees suffered minor burns. The eruption ignited multiple fires throughout the facility, resulting in approximately $1.3 million in property damage.
Recommendations:
Implement physical protective barriers around molten salt baths to isolate employees from hazardous releases
Develop comprehensive safety management system including hazard analysis program, written operating procedures, training program, and incident investigation program
Establish position with specific expertise in safety management systems at each TS USA facility
Include physical protective barriers as standard design for liquid nitriding processes
Develop and implement effective knowledge management program for sharing information across HEF Groupe organization
Develop and implement comprehensive corporate governance program with regular audits and accountability tracking
Performance-Influencing Factor Notes:
inadequate
inadequate
inadequate
absent
inadequate
inadequate
inadequate
inadequate
absent",Molten salt eruption and steam explosion,Explosion with fatal injury,production,"[""sodium hydroxide"", ""sodium nitrate"", ""molten salt"", ""water"", ""stainless steel""]","Chattanooga, Tennessee, USA","Techniques Surfaces USA (TS USA), subsidiary of HEF Groupe","On May 30, 2024, at 8:58 a.m., an explosion occurred at the TS USA liquid nitriding facility in Chattanooga, Tennessee, while employees were processing metal rollers with cavities. Water became trapped in a roller cavity due to a solidified salt plug blocking the drain hole. When the roller was reintroduced into the 800°F oxidizing salt bath, the trapped water boiled and rapidly expanded as steam, creating overpressure that ejected the roller's press fit end. The contact of water with the molten salt caused a steam explosion that erupted approximately 4,500 pounds of molten sodium hydroxide and sodium nitrate from the bath, engulfing a line operator and causing second- and third-degree chemical and thermal burns over 95 percent of his body. The operator died later that day at the hospital. Three other employees suffered minor burns. The eruption ignited multiple fires throughout the facility, resulting in approximately $1.3 million in property damage.","[""Implement physical protective barriers around molten salt baths to isolate employees from hazardous releases"", ""Develop comprehensive safety management system including hazard analysis program, written operating procedures, training program, and incident investigation program"", ""Establish position with specific expertise in safety management systems at each TS USA facility"", ""Include physical protective barriers as standard design for liquid nitriding processes"", ""Develop and implement effective knowledge management program for sharing information across HEF Groupe organization"", ""Develop and implement comprehensive corporate governance program with regular audits and accountability tracking""]",null
us-ink-fire,"Top Event: Loss of Containment
Incident Type: dust explosion and flash fires
Operating Phase: production
Materials: carbon black, Gilsonite, kaolin clay, petroleum naphthenic distillate, mineral seal oil
Summary: A dust explosion and flash fires occurred at the US Ink facility when combustible dust accumulated in a newly installed dust collection system. The incident began with spontaneous ignition of accumulated sludge-like material in ductwork above mixing tank T-306, leading to a dust explosion in the collector that activated suppression systems. This caused flame propagation back through the ductwork, resulting in flash fires that injured seven workers who had congregated at the pre-mix room entrance.
Recommendations:
N/A
Performance-Influencing Factor Notes:
negative
negative
negative
negative
negative
negative
negative
negative
negative",Loss of Containment,dust explosion and flash fires,production,"[""carbon black"", ""Gilsonite"", ""kaolin clay"", ""petroleum naphthenic distillate"", ""mineral seal oil""]","East Rutherford, New Jersey",US Ink/Sun Chemical Corporation,"A dust explosion and flash fires occurred at the US Ink facility when combustible dust accumulated in a newly installed dust collection system. The incident began with spontaneous ignition of accumulated sludge-like material in ductwork above mixing tank T-306, leading to a dust explosion in the collector that activated suppression systems. This caused flame propagation back through the ductwork, resulting in flash fires that injured seven workers who had congregated at the pre-mix room entrance.",[],"{""people"": [""communication"", ""competence"", ""situational_awareness""], ""work"": [""procedures"", ""tools_equipment""], ""organisation"": [""management_of_change"", ""safety_culture"", ""supervision"", ""training""]}"
vk-817-a-flextrend-03nov2017,"Top Event: Loss of Containment
Incident Type: Pressure Release/Flash Fire
Operating Phase: production
Materials: hydrocarbons, nitrogen
Summary: During welding operations on an 8-inch vent line, a friction plug dislodged causing a pressure release and flash fire that injured a welder with burns to face, forehead, and wrist. The incident occurred when contractors failed to monitor for pressure buildup behind friction plugs during hot work operations.
Recommendations:
Add checklist for critical path steps to the plug use policy that includes preventing flammable atmosphere within piping or vessels
Check for pressure buildup behind the friction plugs before hot work operations
Performance-Influencing Factor Notes:
N/A",Loss of Containment,Pressure Release/Flash Fire,production,"[""hydrocarbons"", ""nitrogen""]",Gulf of Mexico,"Flextrend Development Company, L.L.C.","During welding operations on an 8-inch vent line, a friction plug dislodged causing a pressure release and flash fire that injured a welder with burns to face, forehead, and wrist. The incident occurred when contractors failed to monitor for pressure buildup behind friction plugs during hot work operations.","[""Add checklist for critical path steps to the plug use policy that includes preventing flammable atmosphere within piping or vessels"", ""Check for pressure buildup behind the friction plugs before hot work operations""]",null
vk-915-anadarko-22-jan-2018,"Top Event: Loss of Containment - Overboard Discharge
Incident Type: pollution
Operating Phase: drilling
Materials: Synthetic Oil-Based Mud (SOBM), drilling fluid
Summary: On 22-Jan-2018 at approximately 2330 hours onboard the drillship Diamond Ocean Blackhawk, 80 barrels of Synthetic Oil-Based Mud (SOBM) with 57.5% base oil content was inadvertently discharged into Gulf of Mexico waters during a Coriolis Meter flushing operation. The discharge occurred because shakers were not turned on before the mixing pump was started, allowing SOBM to flow over the shakers to the cuttings auger and dryer, then down the cuttings overboard discharge line into the Gulf of Mexico.
Recommendations:
N/A
Performance-Influencing Factor Notes:
inadequate
inadequate
inadequate
inadequate
inadequate
inadequate",Loss of Containment - Overboard Discharge,pollution,drilling,"[""Synthetic Oil-Based Mud (SOBM)"", ""drilling fluid""]",Gulf of Mexico,Anadarko Petroleum Corporation,"On 22-Jan-2018 at approximately 2330 hours onboard the drillship Diamond Ocean Blackhawk, 80 barrels of Synthetic Oil-Based Mud (SOBM) with 57.5% base oil content was inadvertently discharged into Gulf of Mexico waters during a Coriolis Meter flushing operation. The discharge occurred because shakers were not turned on before the mixing pump was started, allowing SOBM to flow over the shakers to the cuttings auger and dryer, then down the cuttings overboard discharge line into the Gulf of Mexico.",[],null
vk-965-talos-21-nov-2020,"Top Event: Gas Release
Incident Type: Loss of Containment
Operating Phase: production
Materials: natural gas, hydrocarbons
Summary: On November 21, 2020 at 1945 hrs, a gas leak occurred on the A-Ram Powell platform in Viosca Knoll Block 956. A production operator on night crew detected gas escaping from a hole in the 6-inch Low Pressure test line. The operator activated an emergency shutdown, preventing any hydrocarbon release to the Gulf of Mexico and avoiding personnel injury. Investigation determined the root cause was pitting corrosion resulting from inadequate preventive maintenance and failure to maintain proper pipe coating.
Recommendations:
Maintain proper coating of piping to prevent corrosion
Implement preventive maintenance program for piping systems
Performance-Influencing Factor Notes:
positive
positive
positive
negative
negative",Gas Release,Loss of Containment,production,"[""natural gas"", ""hydrocarbons""]","Gulf of Mexico, Viosca Knoll Block 956",Talos Petroleum LLC,"On November 21, 2020 at 1945 hrs, a gas leak occurred on the A-Ram Powell platform in Viosca Knoll Block 956. A production operator on night crew detected gas escaping from a hole in the 6-inch Low Pressure test line. The operator activated an emergency shutdown, preventing any hydrocarbon release to the Gulf of Mexico and avoiding personnel injury. Investigation determined the root cause was pitting corrosion resulting from inadequate preventive maintenance and failure to maintain proper pipe coating.","[""Maintain proper coating of piping to prevent corrosion"", ""Implement preventive maintenance program for piping systems""]","{""work"": [""tools_equipment""], ""organisation"": [""safety_culture""]}"
vk2098920a20talos2002-dec-2024,"Top Event: Gas Release from Subsea Pipeline
Incident Type: Loss of Containment
Operating Phase: production
Materials: natural gas, crude oil
Summary: On 02 December 2024 at approximately 0830 hours, a gas release was detected during pressurization testing of a newly replaced Subsea Control Module (SCM) pod at VK 989 Platform A. A Remote Operated Vehicle (ROV) identified gas bubbles emanating from a 90-degree bend segment in subsea flowline pipeline segment 10688. The flowline was immediately isolated and pressure testing suspended. The incident is suspected to have resulted from corrosion at a previous field repair location where field welds may have had imperfections.
Recommendations:
BSEE New Orleans District has no recommendations for Office of Incident Investigations at this time
Performance-Influencing Factor Notes:
N/A",Gas Release from Subsea Pipeline,Loss of Containment,production,"[""natural gas"", ""crude oil""]",Gulf of America - Viosca Knoll Block 989,Talos Petroleum LLC,"On 02 December 2024 at approximately 0830 hours, a gas release was detected during pressurization testing of a newly replaced Subsea Control Module (SCM) pod at VK 989 Platform A. A Remote Operated Vehicle (ROV) identified gas bubbles emanating from a 90-degree bend segment in subsea flowline pipeline segment 10688. The flowline was immediately isolated and pressure testing suspended. The incident is suspected to have resulted from corrosion at a previous field repair location where field welds may have had imperfections.","[""BSEE New Orleans District has no recommendations for Office of Incident Investigations at this time""]",null
vr20170a20gulf20offshore2011-aug-2024,"Top Event: Explosion and Fire
Incident Type: Equipment Failure and Human Error
Operating Phase: production
Materials: crude oil, water, natural gas, diesel
Summary: On August 11, 2024, at approximately 7:10 p.m., an explosion and fires occurred on the deck of the liftboat Brazos at Vermilion Block 170 A during a well cleanup and test operation. Two Production Technology & Services Inc. (PTS) workers sustained second-degree burns and required evacuation by USCG. The incident resulted from improperly latched hatches on a 500-barrel tank allowing gas to escape, which accumulated near a rental diesel generator. The generator's faulty electronic control module failed to shut down the engine when it overran due to gas ingestion, causing ignition of the gas plume. Contributing factors included lack of written procedures, inadequate hazard analysis, poor maintenance of tank seals, and failure of the generator's automatic emergency shutdown system.
Recommendations:
BSEE Lake Charles District recommends the Office of Incident Investigations issue a Safety Alert/Bulletin regarding this incident
Performance-Influencing Factor Notes:
low
low
low
low
low
low
low",Explosion and Fire,Equipment Failure and Human Error,production,"[""crude oil"", ""water"", ""natural gas"", ""diesel""]","Gulf of Mexico, Vermilion Block 170 A",Gulf Offshore LLC,"On August 11, 2024, at approximately 7:10 p.m., an explosion and fires occurred on the deck of the liftboat Brazos at Vermilion Block 170 A during a well cleanup and test operation. Two Production Technology & Services Inc. (PTS) workers sustained second-degree burns and required evacuation by USCG. The incident resulted from improperly latched hatches on a 500-barrel tank allowing gas to escape, which accumulated near a rental diesel generator. The generator's faulty electronic control module failed to shut down the engine when it overran due to gas ingestion, causing ignition of the gas plume. Contributing factors included lack of written procedures, inadequate hazard analysis, poor maintenance of tank seals, and failure of the generator's automatic emergency shutdown system.","[""BSEE Lake Charles District recommends the Office of Incident Investigations issue a Safety Alert/Bulletin regarding this incident""]",null
vr20369-a20renaissance2004-apr-2024,"Top Event: Loss of Containment - Pressurized Gas Release
Incident Type: Injury - Required Evacuation
Operating Phase: production
Materials: crude oil, natural gas
Summary: On April 4, 2024, at approximately 10:30 PM, an employee of Cajun Cutters Inc. was struck in the left eye and face by a pressurized gas release from the open top of the tree of well A-15 while reconfiguring a tree cap connection. The injured person had been on duty for 15.5 hours. The incident resulted in evacuation, emergency medical treatment, partial permanent hearing loss, and ongoing evaluation for future eye surgeries. Root causes included failure to implement proper Lockout/Tagout procedures, inadequate written procedures, designation of an inexperienced operator for the overnight shift, and lack of safe working surfaces.
Recommendations:
N/A
Performance-Influencing Factor Notes:
low
high
low
low
low
high
high
low
low
low
low
low",Loss of Containment - Pressurized Gas Release,Injury - Required Evacuation,production,"[""crude oil"", ""natural gas""]",Gulf of Mexico,"Renaissance Offshore, LLC","On April 4, 2024, at approximately 10:30 PM, an employee of Cajun Cutters Inc. was struck in the left eye and face by a pressurized gas release from the open top of the tree of well A-15 while reconfiguring a tree cap connection. The injured person had been on duty for 15.5 hours. The incident resulted in evacuation, emergency medical treatment, partial permanent hearing loss, and ongoing evaluation for future eye surgeries. Root causes included failure to implement proper Lockout/Tagout procedures, inadequate written procedures, designation of an inexperienced operator for the overnight shift, and lack of safe working surfaces.",[],null
watson-grinding-fatal-explosion-and-fire-,"Top Event: Propylene leak and explosion
Incident Type: Explosion and Fire
Operating Phase: production
Materials: propylene, oxygen
Summary: On January 24, 2020, a leak of propylene from a high velocity oxygen fuel (HVOF) thermal spray process resulted in an explosion at Watson Grinding and Manufacturing Co. facility in Houston, Texas. The leak was caused by a disconnected hose inside one of the facility's coating booths. The explosion fatally injured two employees and a member of the public, with two additional employees injured. The explosion damaged hundreds of nearby structures including homes and businesses.
Recommendations:
Urge member companies that handle hazardous chemicals to share information with customers about safety issues and the need to develop and implement effective process safety management systems
Inform customers about CGA P-86, Guidelines for Process Safety Management, CCPS Guidelines for Risk Based Process Safety, or equivalent approaches
Performance-Influencing Factor Notes:
N/A",Propylene leak and explosion,Explosion and Fire,production,"[""propylene"", ""oxygen""]","Houston, Texas, USA",Watson Grinding and Manufacturing Co.,"On January 24, 2020, a leak of propylene from a high velocity oxygen fuel (HVOF) thermal spray process resulted in an explosion at Watson Grinding and Manufacturing Co. facility in Houston, Texas. The leak was caused by a disconnected hose inside one of the facility's coating booths. The explosion fatally injured two employees and a member of the public, with two additional employees injured. The explosion damaged hundreds of nearby structures including homes and businesses.","[""Urge member companies that handle hazardous chemicals to share information with customers about safety issues and the need to develop and implement effective process safety management systems"", ""Inform customers about CGA P-86, Guidelines for Process Safety Management, CCPS Guidelines for Risk Based Process Safety, or equivalent approaches""]",null
