incident_id,incident_embed_text,top_event,incident_type,operating_phase,materials,region,operator,summary,recommendations
sm-234-mcmoran-oil-and-gas-13-jan-2015,"Top Event: Personnel Injury
Incident Type: Hand injury from equipment operation
Operating Phase: drilling
Materials: N/A
Summary: On 13 January 2015, an Assistant Driller sustained three fractures in his left hand when Iron Roughneck spinners engaged and pinned his hand against pipe during drilling operations on the Rowan EXL III jack-up rig. The accident occurred when the Driller accidentally engaged IR spinners instead of bottom jaws while the AD was positioning pipe.",Personnel Injury,Hand injury from equipment operation,drilling,[],Gulf of Mexico - South Marsh Island Block 234,McMoRan Oil & Gas LLC,"On 13 January 2015, an Assistant Driller sustained three fractures in his left hand when Iron Roughneck spinners engaged and pinned his hand against pipe during drilling operations on the Rowan EXL III jack-up rig. The accident occurred when the Driller accidentally engaged IR spinners instead of bottom jaws while the AD was positioning pipe.","[""Issue Safety Alert that hydraulic equipment control levers should be properly labeled""]"
sm-27-sea-robin-pipeline-5-dec-2014,"Top Event: Loss of Containment - Pipeline Leak
Incident Type: Leak
Operating Phase: production
Materials: condensate
Summary: On December 3, 2014, a sheen was reported in the vicinity of South Marsh Island Area Block 27. Pipeline Segment Number 3334 operated by Sea Robin Pipeline Company was identified as the source. A hole measuring 1/2"" by 3/4"" was located at the 6 o'clock position at the bottom of the line at 93 feet water depth. The spill volume was initially reported as 15 barrels but later revised to 0.7 barrels of condensate. The leak was secured on December 5, 2014, and repairs were completed by December 12, 2014. Investigation findings indicated no corrosion, no third-party damage, and normal cathodic protection readings, suggesting the probable cause was a manufacturing defect or isolated pit in the pipe.",Loss of Containment - Pipeline Leak,Leak,production,"[""condensate""]","Gulf of Mexico, South Marsh Island Block 27","Sea Robin Pipeline Company, LLC","On December 3, 2014, a sheen was reported in the vicinity of South Marsh Island Area Block 27. Pipeline Segment Number 3334 operated by Sea Robin Pipeline Company was identified as the source. A hole measuring 1/2"" by 3/4"" was located at the 6 o'clock position at the bottom of the line at 93 feet water depth. The spill volume was initially reported as 15 barrels but later revised to 0.7 barrels of condensate. The leak was secured on December 5, 2014, and repairs were completed by December 12, 2014. Investigation findings indicated no corrosion, no third-party damage, and normal cathodic protection readings, suggesting the probable cause was a manufacturing defect or isolated pit in the pipe.",[]
sm-58-byron-7-oct-2019,"Top Event: Hand Injury from Mechanical Casing Cutter
Incident Type: Laceration - Right Thumb
Operating Phase: production
Materials: N/A
Summary: On 07 October 2019 at approximately 15:30 hours, a POS Fishing Tool Supervisor sustained a laceration to his right thumb while attempting to manipulate the sliding sleeve on a mechanical casing cutter during well operations. An air hoist was being used to apply upward pressure to release the sliding sleeve when the supervisor's right hand became pinched by the cutter. The injury required evacuation from the jack-up rig Enterprise 263 for medical treatment.",Hand Injury from Mechanical Casing Cutter,Laceration - Right Thumb,production,[],Gulf of Mexico,Byron Energy Inc.,"On 07 October 2019 at approximately 15:30 hours, a POS Fishing Tool Supervisor sustained a laceration to his right thumb while attempting to manipulate the sliding sleeve on a mechanical casing cutter during well operations. An air hoist was being used to apply upward pressure to release the sliding sleeve when the supervisor's right hand became pinched by the cutter. The injury required evacuation from the jack-up rig Enterprise 263 for medical treatment.",[]
sm105-fieldwood-07jul2018,"Top Event: Fall from height into water
Incident Type: Slip/Trip/Fall
Operating Phase: production
Materials: hydraulic oil
Summary: On July 7, 2018 at approximately 1115 hours, a contract crane mechanic fell approximately 81 feet from a crane skid into the water while attempting to replace an anti-two block control valve at Fieldwood Energy's South Marsh Island 105 A platform. The mechanic had removed hydraulic hoses the previous day without properly tightening them, causing hydraulic oil to spill onto the crane skid. When returning to replace the valve, the mechanic climbed a 10-foot ladder placed between the crane and handrail, placed both feet on the crane skid (over 7 feet above deck), and fell backwards over the handrail when attempting to reposition his foot on the ladder. The mechanic may have slipped due to hydraulic oil. He was rescued approximately 45 minutes later and suffered fractures to the C-7 and lower lumbar vertebrae.",Fall from height into water,Slip/Trip/Fall,production,"[""hydraulic oil""]",Gulf of Mexico,Fieldwood Energy LLC,"On July 7, 2018 at approximately 1115 hours, a contract crane mechanic fell approximately 81 feet from a crane skid into the water while attempting to replace an anti-two block control valve at Fieldwood Energy's South Marsh Island 105 A platform. The mechanic had removed hydraulic hoses the previous day without properly tightening them, causing hydraulic oil to spill onto the crane skid. When returning to replace the valve, the mechanic climbed a 10-foot ladder placed between the crane and handrail, placed both feet on the crane skid (over 7 feet above deck), and fell backwards over the handrail when attempting to reposition his foot on the ladder. The mechanic may have slipped due to hydraulic oil. He was rescued approximately 45 minutes later and suffered fractures to the C-7 and lower lumbar vertebrae.","[""BSEE Lafayette District office recommends that a Safety Alert be issued due to the severity of this incident""]"
sm130-20170911,"Top Event: Severed fingertip during compressor head relocation
Incident Type: Slip/Trip/Fall - Crush Injury
Operating Phase: production
Materials: N/A
Summary: On September 11, 2017 at approximately 1138 hours, an employee severed the tip of his left index finger while attempting to relocate a compressor head without using the overhead hoist. The employee was tilting a compressor head using a 1-inch pipe when the weight caused him to lose balance. As the compressor head fell, the employee's finger was caught between the pipe and another compressor head on the floor. The employee was transported to a medical facility for treatment.",Severed fingertip during compressor head relocation,Slip/Trip/Fall - Crush Injury,production,[],Gulf of Mexico,"Energy Resource Technology GOM, LL","On September 11, 2017 at approximately 1138 hours, an employee severed the tip of his left index finger while attempting to relocate a compressor head without using the overhead hoist. The employee was tilting a compressor head using a 1-inch pipe when the weight caused him to lose balance. As the compressor head fell, the employee's finger was caught between the pipe and another compressor head on the floor. The employee was transported to a medical facility for treatment.",[]
sm130_talos_25-feb-2024_ev2010r,"Top Event: Crane Boom Structural Damage
Incident Type: Equipment Failure - Structural Damage
Operating Phase: production
Materials: N/A
Summary: On 25-FEB-2024 at 0930 hours, a contract construction crew attempted to raise the elevation of an I-beam support by approximately 1 inch on the Talos OCS-G02280 SM 130 B production facility. After unsuccessful attempts with come-along winches, the crew attached the crane's main line to the fixed I-beam and applied tension. The crane operator exceeded the maximum load capacity of 21,500 lbs at the 55-degree boom angle by applying approximately 30,000 lbs of tension, resulting in damage to the crane boom heel section and lattice. Estimated repair cost: $400,000. No injuries occurred.",Crane Boom Structural Damage,Equipment Failure - Structural Damage,production,[],Gulf of Mexico - South Marsh Island Block 130,Talos ERT LLC,"On 25-FEB-2024 at 0930 hours, a contract construction crew attempted to raise the elevation of an I-beam support by approximately 1 inch on the Talos OCS-G02280 SM 130 B production facility. After unsuccessful attempts with come-along winches, the crew attached the crane's main line to the fixed I-beam and applied tension. The crane operator exceeded the maximum load capacity of 21,500 lbs at the 55-degree boom angle by applying approximately 30,000 lbs of tension, resulting in damage to the crane boom heel section and lattice. Estimated repair cost: $400,000. No injuries occurred.","[""Ensure crane operators monitor weight indicators while having knowledge of maximum capacity at boom angle"", ""Do not connect or use cranes to lift fixed objects per API RP 2D standards"", ""Conduct comprehensive Job Safety & Environmental Analysis (JSEA) discussing all hazard mitigation methods"", ""Implement stop work procedures when initial lifting attempts fail"", ""Adhere to API RP 2D appendix B C.3.2.3 requirements before starting lifts""]"
sm130b_talos_12-may-2023,"Top Event: Crane Boom Collapse
Incident Type: Equipment Failure
Operating Phase: production
Materials: construction equipment, grating rack
Summary: On May 12, 2023, at approximately 1605 hours, a crane boom collapse occurred on the Talos ERT LLC OCS-G02280 South Marsh Island 130 B Facility. While attempting to lower an 11,000 lb grating rack to the top deck, the boom cable broke causing the boom and load to collapse onto the deck. The boom cable failed due to fatigue from numerous cycles through the bridle sheaves, exacerbated by frequent operation at 60-to-75-degree boom angles and inadequate lubrication penetration. Total damage was $730,000 ($330,000 to deck and production equipment, $370,000 to crane). No injuries occurred.",Crane Boom Collapse,Equipment Failure,production,"[""construction equipment"", ""grating rack""]",Gulf of Mexico - South Marsh Island Block 130,Talos ERT LLC,"On May 12, 2023, at approximately 1605 hours, a crane boom collapse occurred on the Talos ERT LLC OCS-G02280 South Marsh Island 130 B Facility. While attempting to lower an 11,000 lb grating rack to the top deck, the boom cable broke causing the boom and load to collapse onto the deck. The boom cable failed due to fatigue from numerous cycles through the bridle sheaves, exacerbated by frequent operation at 60-to-75-degree boom angles and inadequate lubrication penetration. Total damage was $730,000 ($330,000 to deck and production equipment, $370,000 to crane). No injuries occurred.","[""Replace wire rope when nominal size is reached, not reduction size, per API RP 2D"", ""Include additional wire rope micrometer evaluations during quarterly and annual inspections, focusing on high rotation and wear areas"", ""Conduct boom cable replacement at maximum 100 hours or within one year on SMI-130B crane"", ""Identify alternative lubrication that provides adequate penetration to cable core""]"
sm149-c-fieldwood-07-jan-2021,"Top Event: Slip and Fall with Fracture
Incident Type: Slip/Trip/Fall
Operating Phase: production
Materials: N/A
Summary: On January 7, 2021 at approximately 1330 hours, a Total Safety employee contracted by Fieldwood Energy LLC broke his right leg (fractured fibula and tibia) while attempting to change a combustible sensor head on a gas detector located on a generator package at SM 149 C. The employee's right foot slipped off piping while he was positioned to access the sensor, causing him to fall with his foot trapped between the generator housing and piping.",Slip and Fall with Fracture,Slip/Trip/Fall,production,[],Gulf of Mexico,Fieldwood Energy LLC,"On January 7, 2021 at approximately 1330 hours, a Total Safety employee contracted by Fieldwood Energy LLC broke his right leg (fractured fibula and tibia) while attempting to change a combustible sensor head on a gas detector located on a generator package at SM 149 C. The employee's right foot slipped off piping while he was positioned to access the sensor, causing him to fall with his foot trapped between the generator housing and piping.",[]
sm149-fieldwood-17feb2020,"Top Event: Tubular pipe dropped during hoisting operations striking worker
Incident Type: Dropped object / struck-by injury
Operating Phase: production
Materials: 1.25-inch tubular pipe
Summary: On 17 February 2020 at 07:55 hours, a Warrior Energy Services Electric Line Helper sustained a foot injury when a 1.25-inch tubular pipe slipped through single joint elevators during hoisting operations on a Fieldwood Energy platform at South Marsh Island Block 149D. The tubular fell and struck the worker's right foot, causing bruising. The root cause was determined to be improper equipment: the elevators were pre-dressed with dies sized for 1.5-inch pipe instead of 1.25-inch pipe. The elevator C-plate was installed upside down, obscuring the size stamp that would have allowed crew verification.",Tubular pipe dropped during hoisting operations striking worker,Dropped object / struck-by injury,production,"[""1.25-inch tubular pipe""]",Gulf of Mexico,Fieldwood Energy LLC,"On 17 February 2020 at 07:55 hours, a Warrior Energy Services Electric Line Helper sustained a foot injury when a 1.25-inch tubular pipe slipped through single joint elevators during hoisting operations on a Fieldwood Energy platform at South Marsh Island Block 149D. The tubular fell and struck the worker's right foot, causing bruising. The root cause was determined to be improper equipment: the elevators were pre-dressed with dies sized for 1.5-inch pipe instead of 1.25-inch pipe. The elevator C-plate was installed upside down, obscuring the size stamp that would have allowed crew verification.","[""BSEE Lafayette District recommended issuance of a Safety Alert for this incident""]"
sm160_talos_21-sep-2024_ev2010r,"Top Event: Eye Laceration from Banding Material Recoil
Incident Type: Slip/Trip/Fall - Eye Injury
Operating Phase: production
Materials: N/A
Summary: On 21-SEP-2024 at 1630 hours, a contract construction supervisor (CCS) sustained a corneal laceration to his right eye while learning to use banding material for heliport skirting fence repairs. The CCS was holding a spool of banding material with approximately 2 feet extending when the band clamp buckle slipped off the material, causing the extended section to spring forward, strike and knock off the CCS's safety glasses, and lacerate the cornea. The CCS required surgery.",Eye Laceration from Banding Material Recoil,Slip/Trip/Fall - Eye Injury,production,[],Gulf of America Region,Talos Third Coast LLC,"On 21-SEP-2024 at 1630 hours, a contract construction supervisor (CCS) sustained a corneal laceration to his right eye while learning to use banding material for heliport skirting fence repairs. The CCS was holding a spool of banding material with approximately 2 feet extending when the band clamp buckle slipped off the material, causing the extended section to spring forward, strike and knock off the CCS's safety glasses, and lacerate the cornea. The CCS required surgery.",[]
sm20128b_arena_16-jan-2024_ev2010r,"Top Event: Fire from compressor piston failure
Incident Type: Equipment failure with fire
Operating Phase: production
Materials: natural gas, compressed gas
Summary: On January 16, 2024, at 0252 hours, the C1 compressor at Arena Offshore's SM-128B facility experienced a piston failure. The piston rod nut loosened due to component fault or wear, causing the two bottom connecting rod bolts to break. This allowed the piston rod nut to contact the head end of the cylinder and separate from the frame. As the housing broke, gas ignited. The vibration switch detected the abnormal vibration and tripped, but failed to initiate shutdown at the panel due to moisture in the output line that froze in the 17°F ambient temperature. The night operator discovered the fire, activated the fire alarm and ESD, alerted personnel, and the fire was extinguished without injuries.",Fire from compressor piston failure,Equipment failure with fire,production,"[""natural gas"", ""compressed gas""]",Gulf of Mexico - South Marsh Island Block 128,"Arena Offshore, LP","On January 16, 2024, at 0252 hours, the C1 compressor at Arena Offshore's SM-128B facility experienced a piston failure. The piston rod nut loosened due to component fault or wear, causing the two bottom connecting rod bolts to break. This allowed the piston rod nut to contact the head end of the cylinder and separate from the frame. As the housing broke, gas ignited. The vibration switch detected the abnormal vibration and tripped, but failed to initiate shutdown at the panel due to moisture in the output line that froze in the 17°F ambient temperature. The night operator discovered the fire, activated the fire alarm and ESD, alerted personnel, and the fire was extinguished without injuries.","[""Install in-line desiccant dryer to pneumatic supply inlets of compressor control panel to prevent condensation formation"", ""Improve compressor maintenance procedures to prevent piston scarring and component wear"", ""Ensure vibration switch signal integrity in cold weather conditions""]"
sm201302004feb2320redacted202010,"Top Event: Fire
Incident Type: Fire
Operating Phase: production
Materials: crude oil, combustible vapors
Summary: On February 4, 2023, at approximately 1405 hours, a small fire occurred on the thief hatch of the ABJ-310 Dry Oil Tank during welding and cutting operations for PAT-300 Water Injection Pump installation. Fire-retardant blankets failed to provide adequate protection, allowing slag to contact combustible vapors venting from the thief hatch. The flame was extinguished with no damage or injuries.",Fire,Fire,production,"[""crude oil"", ""combustible vapors""]","Gulf of Mexico, South Marsh Island Block 130",Talos ERT LLC,"On February 4, 2023, at approximately 1405 hours, a small fire occurred on the thief hatch of the ABJ-310 Dry Oil Tank during welding and cutting operations for PAT-300 Water Injection Pump installation. Fire-retardant blankets failed to provide adequate protection, allowing slag to contact combustible vapors venting from the thief hatch. The flame was extinguished with no damage or injuries.",[]
sm20130a_talos_14-nov-2022,"Top Event: Dropped load striking worker's foot
Incident Type: Slip/Trip/Fall - Manual Handling Injury
Operating Phase: production
Materials: N/A
Summary: On 14 November 2022 at approximately 0840 hours, a subcontracted Oceanwide employee injured his left foot while attempting to move an 85-pound flange plate in the well bay area of Talos ERT LLC's SM 130 A Facility. The injured employee grabbed and attempted to position the flange plate prior to receiving assistance from a Performance Energy Service employee, causing the flange plate to fall approximately 26 inches and strike the top of the employee's left foot behind the steel toe protection. X-rays revealed fractures on all 5 toes. The incident resulted in evacuation to an onshore medical facility and lost time away from work exceeding 3 days.",Dropped load striking worker's foot,Slip/Trip/Fall - Manual Handling Injury,production,[],Gulf of Mexico,Talos ERT LLC,"On 14 November 2022 at approximately 0840 hours, a subcontracted Oceanwide employee injured his left foot while attempting to move an 85-pound flange plate in the well bay area of Talos ERT LLC's SM 130 A Facility. The injured employee grabbed and attempted to position the flange plate prior to receiving assistance from a Performance Energy Service employee, causing the flange plate to fall approximately 26 inches and strike the top of the employee's left foot behind the steel toe protection. X-rays revealed fractures on all 5 toes. The incident resulted in evacuation to an onshore medical facility and lost time away from work exceeding 3 days.",[]
sm20130b_talos_15-dec-2023_ev2010r,"Top Event: Pipeline rupture and fire
Incident Type: Equipment failure - severe external corrosion
Operating Phase: production
Materials: natural gas, crude oil
Summary: On December 15, 2023, at 0520 hours, an 8-inch bi-directional gas pipeline (Segment 5114) containing 1220 psi ruptured on the Talos ERT LLC SM 130 B facility in the Gulf of Mexico. The rupture resulted in a fire that traveled approximately 80 feet from below the +10 level to the production deck. A 3-foot section of pipeline from the +4 to +7 elevation was missing. The fire lasted 5-7 minutes before gas pressure bled down. Life saving equipment, wiring, and minor structural damage occurred near the +10 level. No injuries were reported. Favorable wind conditions (28 mph blowing away from platform) prevented more severe damage. Root cause was determined to be severe external corrosion of the pipeline flange driven by high chlorine concentrations (12,000 ppm) in an oxygen-containing environment, combined with inadequate maintenance of protective coating and failure to complete required mechanical integrity inspection.",Pipeline rupture and fire,Equipment failure - severe external corrosion,production,"[""natural gas"", ""crude oil""]","Gulf of Mexico, South Marsh Island Block 130",Talos ERT LLC,"On December 15, 2023, at 0520 hours, an 8-inch bi-directional gas pipeline (Segment 5114) containing 1220 psi ruptured on the Talos ERT LLC SM 130 B facility in the Gulf of Mexico. The rupture resulted in a fire that traveled approximately 80 feet from below the +10 level to the production deck. A 3-foot section of pipeline from the +4 to +7 elevation was missing. The fire lasted 5-7 minutes before gas pressure bled down. Life saving equipment, wiring, and minor structural damage occurred near the +10 level. No injuries were reported. Favorable wind conditions (28 mph blowing away from platform) prevented more severe damage. Root cause was determined to be severe external corrosion of the pipeline flange driven by high chlorine concentrations (12,000 ppm) in an oxygen-containing environment, combined with inadequate maintenance of protective coating and failure to complete required mechanical integrity inspection.","[""Complete mechanical integrity inspection of Segment 5114 with rope access near waterline"", ""Implement preventative maintenance program for pipeline coatings"", ""Ensure mechanical integrity tests are performed on required 5-year schedule""]"
sm20281c_apahe_09-sep-2023,"Top Event: Structural damage to wellhead and platform with uncontrolled hydrocarbon gas release
Incident Type: Equipment failure - casing collapse
Operating Phase: decommissioning
Materials: crude oil, gas lift
Summary: On 9 September 2023 at 1630 hours, while Apache contractors were lifting 11.875-inch casing from Well C-28 during abandonment operations on SM Block 281C platform, the 13.375-inch surface casing on adjacent Well C-11 collapsed approximately 3 feet due to severe corrosion of the 26-inch conductor casing. The collapse caused partial shearing of the 9.625-inch production casing valve, releasing 704 psi of gas lift pressure into the atmosphere. Platform decking and wellhead safety systems were damaged. No injuries or pollution occurred. Apache failed to immediately notify BSEE as required by regulation.",Structural damage to wellhead and platform with uncontrolled hydrocarbon gas release,Equipment failure - casing collapse,decommissioning,"[""crude oil"", ""gas lift""]","Gulf of Mexico, South Marsh Island Block 281",Apache Corporation,"On 9 September 2023 at 1630 hours, while Apache contractors were lifting 11.875-inch casing from Well C-28 during abandonment operations on SM Block 281C platform, the 13.375-inch surface casing on adjacent Well C-11 collapsed approximately 3 feet due to severe corrosion of the 26-inch conductor casing. The collapse caused partial shearing of the 9.625-inch production casing valve, releasing 704 psi of gas lift pressure into the atmosphere. Platform decking and wellhead safety systems were damaged. No injuries or pollution occurred. Apache failed to immediately notify BSEE as required by regulation.","[""BSEE Lafayette District made no recommendations to the Office of Incident Investigations""]"
sm223-21mar2020-cox-r2,"Top Event: Hand Crush Injury During Crane-Assisted Load Positioning
Incident Type: Other Injury
Operating Phase: production
Materials: 13.625-inch double studded adapter
Summary: On 21 March 2020 at approximately 12:00 hours, a Parker Drilling Company Roustabout sustained a laceration and fracture to his right-hand middle finger while assisting in repositioning a three feet by six feet basket containing a 13.625-inch double studded adapter (DSA) on the keyway deck of the PDC 77B barge rig. The injury occurred when the DSA shifted inside the basket and rolled over the Roustabout's right hand, which was holding the top rim of the basket. The incident was caused by improper hand placement, inadequate job briefing, poor communication, and failure to follow the approved work procedure which required use of an air hoist.",Hand Crush Injury During Crane-Assisted Load Positioning,Other Injury,production,"[""13.625-inch double studded adapter""]",Gulf of Mexico - South Marsh Island Block 223,"Cox Operating, L.L.C.","On 21 March 2020 at approximately 12:00 hours, a Parker Drilling Company Roustabout sustained a laceration and fracture to his right-hand middle finger while assisting in repositioning a three feet by six feet basket containing a 13.625-inch double studded adapter (DSA) on the keyway deck of the PDC 77B barge rig. The injury occurred when the DSA shifted inside the basket and rolled over the Roustabout's right hand, which was holding the top rim of the basket. The incident was caused by improper hand placement, inadequate job briefing, poor communication, and failure to follow the approved work procedure which required use of an air hoist.",[]
sm237-177-cox-operating-02-aug-2022,"Top Event: Personnel Injury During Vessel-to-Platform Transfer
Incident Type: Slip/Trip/Fall
Operating Phase: production
Materials: N/A
Summary: On 2 August 2022 at approximately 1130 hours, a Cox Operating electrician was injured while attempting to swing from the motor vessel M/V Doug II to the SM 237 #177 satellite platform. The employee placed his left foot on one of five tires used as bumpers on the back of the vessel. As the tires shifted during contact with the platform, the employee's foot slipped between the tires and the boat, resulting in a fractured left foot. The employee was evacuated by helicopter and placed on light duty on 12 September 2022.",Personnel Injury During Vessel-to-Platform Transfer,Slip/Trip/Fall,production,[],Gulf of Mexico,"Cox Operating, L.L.C.","On 2 August 2022 at approximately 1130 hours, a Cox Operating electrician was injured while attempting to swing from the motor vessel M/V Doug II to the SM 237 #177 satellite platform. The employee placed his left foot on one of five tires used as bumpers on the back of the vessel. As the tires shifted during contact with the platform, the employee's foot slipped between the tires and the boat, resulting in a fractured left foot. The employee was evacuated by helicopter and placed on light duty on 12 September 2022.",[]
sm58-byron-energy-09112019,"Top Event: Uncontrolled descent of topdrive and traveling block
Incident Type: Equipment failure
Operating Phase: drilling
Materials: 7.625-inch casing
Summary: On 11 September 2019 at approximately 13:00 hours, while making up for a casing run on the Enterprise 263 jack-up rig, the driller's-side drawworks brake became non-responsive. The topdrive and traveling block began to descend uncontrollably. The driller used the off-side drawworks brake to slow the descent. The topdrive struck the top of the 7.625-inch casing in the hole and the traveling block fell against the casing stabbing board. Investigation revealed a non-OEM stainless steel retention roll pin had broken, causing brake band separation. Post-incident investigation found incorrect retaining roll pins installed in both drawworks brake band assemblies instead of required OEM cotter pins. No injuries occurred.",Uncontrolled descent of topdrive and traveling block,Equipment failure,drilling,"[""7.625-inch casing""]",Gulf of Mexico,Byron Energy Inc.,"On 11 September 2019 at approximately 13:00 hours, while making up for a casing run on the Enterprise 263 jack-up rig, the driller's-side drawworks brake became non-responsive. The topdrive and traveling block began to descend uncontrollably. The driller used the off-side drawworks brake to slow the descent. The topdrive struck the top of the 7.625-inch casing in the hole and the traveling block fell against the casing stabbing board. Investigation revealed a non-OEM stainless steel retention roll pin had broken, causing brake band separation. Post-incident investigation found incorrect retaining roll pins installed in both drawworks brake band assemblies instead of required OEM cotter pins. No injuries occurred.","[""BSEE Safety Alert No. 369 issued on 25 October 2019 informing operators of hazards of using non-OEM parts""]"
sm99-cox-06-oct-2018,"Top Event: Finger Fracture During Crane Lifting Operations
Incident Type: Slip/Trip/Fall - Hand Injury
Operating Phase: production
Materials: N/A
Summary: On October 6, 2018 at approximately 0930 hours, a contract employee injured his index finger on his left hand while attempting to position a cutting box on the deck during lifting operations. The cutting box was being lowered by the platform crane when the sling caught the lid and lifted it several inches. As the crane operator lowered the cutting box, the employee placed his hands between the lid and the box to control it. When tension was released from the sling, the lid dropped and smashed the employee's left index finger, resulting in a fracture.",Finger Fracture During Crane Lifting Operations,Slip/Trip/Fall - Hand Injury,production,[],Gulf of Mexico Region,"Cox Operating, L.L.C.","On October 6, 2018 at approximately 0930 hours, a contract employee injured his index finger on his left hand while attempting to position a cutting box on the deck during lifting operations. The cutting box was being lowered by the platform crane when the sling caught the lid and lifted it several inches. As the crane operator lowered the cutting box, the employee placed his hands between the lid and the box to control it. When tension was released from the sling, the lid dropped and smashed the employee's left index finger, resulting in a fracture.","[""Utilize taglines to help control the load during lifting operations to prevent employees from placing hands in hazardous locations""]"
sp-49-cox-operating-8-sep-2020,"Top Event: Fall through grating
Incident Type: Slip/Trip/Fall
Operating Phase: production
Materials: N/A
Summary: On 08 September 2020 at 1330 hours, a contract mechanic fell through corroded steel bar deck grating on Cox Operating LLC's South Pass 49 Platform A while walking near the fire water pump to retrieve a serial number. The grating, secured only with clips and not welded, gave way beneath the mechanic, creating an open hole. The mechanic fell chest deep but caught himself and pulled to safety. Initial injury assessment reported bruises to the upper left rib area, but subsequent medical evaluation revealed a meniscus tear in the left knee requiring surgery, resulting in a lost time accident greater than 3 days. Investigation revealed extensive corrosion of deck grating throughout the platform, with prior BSEE inspections having documented corrosion issues that had not been adequately addressed by the operator.",Fall through grating,Slip/Trip/Fall,production,[],Gulf of Mexico,"Cox Operating, L.L.C.","On 08 September 2020 at 1330 hours, a contract mechanic fell through corroded steel bar deck grating on Cox Operating LLC's South Pass 49 Platform A while walking near the fire water pump to retrieve a serial number. The grating, secured only with clips and not welded, gave way beneath the mechanic, creating an open hole. The mechanic fell chest deep but caught himself and pulled to safety. Initial injury assessment reported bruises to the upper left rib area, but subsequent medical evaluation revealed a meniscus tear in the left knee requiring surgery, resulting in a lost time accident greater than 3 days. Investigation revealed extensive corrosion of deck grating throughout the platform, with prior BSEE inspections having documented corrosion issues that had not been adequately addressed by the operator.","[""District Field Operations should develop detailed inspection standards for deck inspections""]"
sp-57b-cox-operating-17-oct-2020,"Top Event: Allision with platform structure
Incident Type: Structural damage from vessel collision
Operating Phase: production
Materials: crude oil
Summary: On 17 October 2020 at 0445 hours, an oil tanker ship drifted into the northwest leg of the SP 57-B platform causing approximately $1.5 million in damage to the platform's leg, boat landing, sump deck, and stairs. Five production operators were onboard and safely evacuated with no injuries. The allision was caused by the vessel anchoring too close to the platform and subsequently drifting during anchor retrieval. No pollution or gas leaks resulted from the incident. The platform's safety systems functioned properly.",Allision with platform structure,Structural damage from vessel collision,production,"[""crude oil""]","Gulf of Mexico, South Pass Block 57","Cox Operating, L.L.C.","On 17 October 2020 at 0445 hours, an oil tanker ship drifted into the northwest leg of the SP 57-B platform causing approximately $1.5 million in damage to the platform's leg, boat landing, sump deck, and stairs. Five production operators were onboard and safely evacuated with no injuries. The allision was caused by the vessel anchoring too close to the platform and subsequently drifting during anchor retrieval. No pollution or gas leaks resulted from the incident. The platform's safety systems functioned properly.",[]
sp-65a-fieldwood-07-aug-2014,"Top Event: Dropped Load - Compressor Cylinder
Incident Type: Struck-by / Crush Injury
Operating Phase: production
Materials: compressor cylinder, nylon sling
Summary: On 07-AUG-2014 at 1540 hours, a 2nd stage compressor cylinder being lifted by overhead hoist and platform crane fell onto an injured person's legs, pinning him. The nylon sling broke due to deteriorated condition and oily substance, combined with improper rigging procedures and poor body placement of the injured person. The incident resulted in LTA (>3 days) injury requiring evacuation.",Dropped Load - Compressor Cylinder,Struck-by / Crush Injury,production,"[""compressor cylinder"", ""nylon sling""]","Gulf of Mexico, South Pass Block 65",Fieldwood Energy LLC,"On 07-AUG-2014 at 1540 hours, a 2nd stage compressor cylinder being lifted by overhead hoist and platform crane fell onto an injured person's legs, pinning him. The nylon sling broke due to deteriorated condition and oily substance, combined with improper rigging procedures and poor body placement of the injured person. The incident resulted in LTA (>3 days) injury requiring evacuation.",[]
sp-77-energy-xxi-03-jun-2017,"Top Event: Amputation of fingers due to contact with moving equipment
Incident Type: Traumatic injury - amputation
Operating Phase: abandonment
Materials: production tubing
Summary: On 3 June 2017 at 1935 hours, a Blake Floorhand working on the stabbing board of the Blake 651 rig suffered amputation of index and middle fingers on his left hand. While attempting to reposition a Self Retracting Lifeline (SRL) cable that had become positioned behind one of the monkey board fingers, the injured person lost his footing on the slippery stabbing board surface. In attempting to stop his forward momentum, he grabbed the Torque Tube for the Topdrive. At that moment, the Driller was lowering the Topdrive, which made contact with the injured person's left hand, severing both fingers.",Amputation of fingers due to contact with moving equipment,Traumatic injury - amputation,abandonment,"[""production tubing""]",Gulf of Mexico,"Energy XXI GOM, LLC","On 3 June 2017 at 1935 hours, a Blake Floorhand working on the stabbing board of the Blake 651 rig suffered amputation of index and middle fingers on his left hand. While attempting to reposition a Self Retracting Lifeline (SRL) cable that had become positioned behind one of the monkey board fingers, the injured person lost his footing on the slippery stabbing board surface. In attempting to stop his forward momentum, he grabbed the Torque Tube for the Topdrive. At that moment, the Driller was lowering the Topdrive, which made contact with the injured person's left hand, severing both fingers.",[]
